epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1162.07,0.95042,0.57763,1.13016,0.9816,0.9,0.91115,0.56819,1.56257,0.88326,1.41599,0.000649297,0.000649297,0.000649297
187,1168.83,0.95105,0.59004,1.14529,0.9839,0.9,0.90667,0.57143,1.55982,0.86007,1.41971,0.000643795,0.000643795,0.000643795
188,1174.91,0.98887,0.56874,1.13704,0.97661,0.9,0.91115,0.57965,1.51321,0.77917,1.37496,0.000638294,0.000638294,0.000638294
189,1181.59,0.9846,0.607,1.1542,0.98187,0.9,0.91409,0.59965,1.53424,0.71073,1.39235,0.000632793,0.000632793,0.000632793
190,1188.34,0.95795,0.58526,1.13315,0.98166,0.9,0.91,0.5776,1.51282,0.7227,1.35313,0.000627292,0.000627292,0.000627292
191,1194.94,0.97777,0.6105,1.16258,0.98632,0.9,0.91409,0.58007,1.43936,0.73106,1.31092,0.000621791,0.000621791,0.000621791
192,1201.04,0.96244,0.61348,1.14086,0.98367,0.9,0.90812,0.57014,1.51934,0.76145,1.41636,0.00061629,0.00061629,0.00061629
193,1207.44,0.96093,0.59261,1.13629,0.98378,0.9,0.90605,0.55483,1.47058,0.8272,1.35862,0.000610789,0.000610789,0.000610789
194,1213.44,0.90534,0.57251,1.1334,0.97662,0.9,0.91,0.59421,1.36544,0.82089,1.26639,0.000605288,0.000605288,0.000605288
195,1219.71,0.94454,0.56401,1.13402,0.98069,0.9,0.97833,0.66445,1.35452,0.50297,1.18934,0.000599787,0.000599787,0.000599787
196,1225.89,0.91596,0.54709,1.11705,0.97933,0.9,0.91409,0.61015,1.39222,0.69131,1.25806,0.000594286,0.000594286,0.000594286
197,1231.94,0.9271,0.58677,1.12327,0.97799,0.9,0.91115,0.59432,1.4381,0.82062,1.29878,0.000588784,0.000588784,0.000588784
198,1238.37,0.88452,0.535,1.10035,0.98073,0.9,0.9125,0.54999,1.4848,0.87721,1.33746,0.000583283,0.000583283,0.000583283
199,1243.89,0.88556,0.5583,1.09384,0.97953,0.9,0.909,0.55947,1.54433,0.96926,1.39421,0.000577782,0.000577782,0.000577782
200,1250.73,0.92812,0.58597,1.1251,0.98459,0.9,0.9125,0.56031,1.46671,0.82284,1.32845,0.000572281,0.000572281,0.000572281
201,1256.76,0.90341,0.593,1.1091,0.98661,0.9,0.909,0.54242,1.52994,0.96599,1.3806,0.00056678,0.00056678,0.00056678
202,1263.29,0.9409,0.61484,1.12589,0.98881,0.9,0.91115,0.56341,1.50635,0.9038,1.40202,0.000561279,0.000561279,0.000561279
203,1269.23,0.92467,0.56984,1.12348,0.98837,0.9,0.91,0.53784,1.51315,0.83423,1.36789,0.000555778,0.000555778,0.000555778
204,1275.97,0.93549,0.57231,1.13848,0.98702,0.9,0.9034,0.5875,1.4357,0.8868,1.3234,0.000550277,0.000550277,0.000550277
205,1281.81,0.95989,0.61726,1.15074,0.98803,0.9,0.90605,0.59501,1.40746,0.95454,1.33202,0.000544776,0.000544776,0.000544776
206,1288.57,0.94232,0.61045,1.12557,0.9845,0.9,0.90413,0.59179,1.43278,0.88931,1.31893,0.000539275,0.000539275,0.000539275
207,1294.22,0.93846,0.5908,1.13472,0.98209,0.9,0.90278,0.56537,1.398,0.83243,1.31015,0.000533773,0.000533773,0.000533773
208,1300.99,0.90732,0.60997,1.10368,0.9837,0.9,0.9034,0.58275,1.49185,0.92462,1.35793,0.000528272,0.000528272,0.000528272
209,1306.67,0.89017,0.5957,1.12024,0.91849,0.9,0.905,0.58862,1.46927,0.93358,1.32705,0.000522771,0.000522771,0.000522771
210,1313.5,0.84464,0.54606,1.07364,0.90713,0.9,0.90812,0.58045,1.44491,0.91246,1.31103,0.00051727,0.00051727,0.00051727
211,1319.1,0.89859,0.57707,1.11992,0.91423,0.9,0.909,0.60944,1.35569,0.83086,1.29702,0.000511769,0.000511769,0.000511769
212,1325.81,0.86502,0.53768,1.09019,0.9889,0.9,0.9125,0.57427,1.52355,0.87107,1.40695,0.000506268,0.000506268,0.000506268
213,1331.65,0.87764,0.53944,1.08567,0.98662,0.9,0.91,0.55657,1.50052,0.90858,1.38965,0.000500767,0.000500767,0.000500767
214,1338.4,0.90036,0.60532,1.1152,0.98406,0.9,0.909,0.56857,1.55644,0.97711,1.39957,0.000495266,0.000495266,0.000495266
215,1344.12,0.90866,0.56464,1.11115,0.98,0.9,0.91,0.6042,1.46345,0.80998,1.37422,0.000489765,0.000489765,0.000489765
216,1350.48,0.88048,0.57694,1.0997,0.9805,0.9,0.91115,0.61884,1.52164,0.7408,1.41173,0.000484263,0.000484263,0.000484263
217,1356.66,0.87411,0.54999,1.08633,0.94924,0.9,0.91409,0.60714,1.45711,0.82987,1.34777,0.000478762,0.000478762,0.000478762
218,1362.5,0.87451,0.53991,1.08495,0.95311,0.98936,0.995,0.65397,1.37233,0.48444,1.25251,0.000473261,0.000473261,0.000473261
219,1369.08,0.88457,0.53214,1.09295,0.97219,0.9,0.9575,0.5697,1.65992,0.59813,1.41155,0.00046776,0.00046776,0.00046776
220,1375.15,0.90135,0.54157,1.09185,0.98252,0.9,0.90278,0.59258,1.47738,0.81473,1.35272,0.000462259,0.000462259,0.000462259
221,1381.58,0.85162,0.54173,1.08477,0.98761,0.9,0.90375,0.57838,1.50556,0.89328,1.36203,0.000456758,0.000456758,0.000456758
222,1387.91,0.89833,0.5452,1.12467,0.98793,0.9,0.90605,0.60792,1.39913,0.75654,1.33282,0.000451257,0.000451257,0.000451257
223,1395.11,0.87881,0.56641,1.10945,0.98905,0.9,0.90735,0.59332,1.47514,0.82185,1.4357,0.000445756,0.000445756,0.000445756
224,1400.88,0.83219,0.48899,1.05408,0.98928,0.9,0.91,0.60951,1.37999,0.69927,1.30675,0.000440255,0.000440255,0.000440255
225,1407.6,0.8641,0.5451,1.09219,0.98772,0.9,0.916,0.59141,1.53435,0.77523,1.38604,0.000434754,0.000434754,0.000434754
226,1413.28,0.85021,0.53272,1.07204,0.98533,0.9,0.916,0.63286,1.41529,0.87836,1.3058,0.000429253,0.000429253,0.000429253
227,1419.99,0.86183,0.57577,1.09704,0.98594,0.9,0.91,0.61504,1.42409,0.85368,1.32807,0.000423751,0.000423751,0.000423751
228,1425.73,0.85185,0.5589,1.08533,0.98315,0.9,0.90735,0.60538,1.41661,0.81923,1.32168,0.00041825,0.00041825,0.00041825
229,1432.28,0.86916,0.54024,1.09835,0.97534,0.9,0.91,0.58082,1.50153,0.85254,1.3593,0.000412749,0.000412749,0.000412749
230,1438.33,0.88015,0.55978,1.09589,0.97049,0.9,0.91,0.56833,1.47007,0.90851,1.33743,0.000407248,0.000407248,0.000407248
231,1445.05,0.77961,0.50055,1.04397,0.90297,0.9,0.89233,0.57299,1.47663,0.94743,1.36589,0.000401747,0.000401747,0.000401747
232,1451,0.81808,0.51758,1.06133,0.9036,0.9,0.89333,0.56263,1.49773,0.99821,1.37555,0.000396246,0.000396246,0.000396246
233,1457.73,0.83657,0.51204,1.08177,0.93839,0.9,0.90735,0.57888,1.48314,0.97228,1.33612,0.000390745,0.000390745,0.000390745
234,1463.53,0.87088,0.54179,1.08789,0.98361,0.9,0.9055,0.57929,1.45842,0.90432,1.33005,0.000385244,0.000385244,0.000385244
235,1470.04,0.81467,0.51227,1.07824,0.98497,0.9,0.905,0.58567,1.45657,0.97403,1.35636,0.000379743,0.000379743,0.000379743
236,1476.01,0.81026,0.52824,1.07516,0.98391,0.9,0.90605,0.60146,1.44046,0.86736,1.38497,0.000374242,0.000374242,0.000374242
237,1482.3,0.82042,0.5483,1.06555,0.98502,0.9,0.90605,0.58422,1.44868,0.90189,1.36013,0.00036874,0.00036874,0.00036874
238,1488.47,0.84047,0.5435,1.0846,0.98572,0.9,0.91,0.60521,1.43083,0.91846,1.33249,0.000363239,0.000363239,0.000363239
239,1494.45,0.81353,0.50395,1.05893,0.98643,0.9,0.91409,0.59382,1.43168,0.86562,1.33842,0.000357738,0.000357738,0.000357738
240,1501.02,0.83053,0.52032,1.07477,0.98753,0.9,0.916,0.58762,1.48528,0.81639,1.3564,0.000352237,0.000352237,0.000352237
241,1506.7,0.83312,0.53682,1.06542,0.98818,0.9,0.90667,0.54751,1.56261,0.82922,1.42048,0.000346736,0.000346736,0.000346736
242,1513.45,0.79153,0.49763,1.06167,0.98796,0.9,0.90667,0.56429,1.45371,0.90294,1.33943,0.000341235,0.000341235,0.000341235
243,1518.85,0.84341,0.55344,1.08297,0.98861,0.9,0.91115,0.59309,1.40008,0.90849,1.29012,0.000335734,0.000335734,0.000335734
244,1525.96,0.80725,0.51299,1.05128,0.98938,0.9,0.916,0.59553,1.47744,0.92276,1.34012,0.000330233,0.000330233,0.000330233
245,1532.05,0.81769,0.52914,1.06298,0.98942,0.9,0.91833,0.59691,1.44053,0.84284,1.34809,0.000324732,0.000324732,0.000324732
246,1538.7,0.78647,0.48317,1.05134,0.98923,0.9,0.91833,0.61276,1.39612,0.81031,1.29401,0.000319231,0.000319231,0.000319231
247,1544.66,0.75447,0.49638,1.02362,0.98878,0.9,0.916,0.60467,1.39626,0.81523,1.28702,0.000313729,0.000313729,0.000313729
248,1551.46,0.80105,0.50017,1.07237,0.98736,0.9,0.9125,0.60019,1.45247,0.87479,1.33584,0.000308228,0.000308228,0.000308228
249,1557.23,0.79877,0.52393,1.04405,0.98362,0.9,0.91833,0.59801,1.46554,0.92645,1.35805,0.000302727,0.000302727,0.000302727
250,1564,0.84151,0.53701,1.07808,0.98307,0.9,0.92125,0.60361,1.41286,0.91431,1.30621,0.000297226,0.000297226,0.000297226
251,1569.94,0.77951,0.52226,1.03769,0.98497,0.9,0.94045,0.60599,1.44364,0.69492,1.23489,0.000291725,0.000291725,0.000291725
252,1576.53,0.78893,0.51382,1.04152,0.98623,0.9,0.916,0.61414,1.39796,0.90693,1.28379,0.000286224,0.000286224,0.000286224
253,1582.39,0.76096,0.50164,1.05179,0.98679,0.9,0.916,0.6128,1.36217,0.8359,1.27518,0.000280723,0.000280723,0.000280723
254,1589.25,0.83096,0.52281,1.07796,0.98786,0.9,0.916,0.5957,1.45967,0.67527,1.26801,0.000275222,0.000275222,0.000275222
255,1595.98,0.8047,0.51506,1.07305,0.98507,1,0.995,0.63731,1.44264,0.48263,1.28911,0.000269721,0.000269721,0.000269721
256,1602.82,0.79485,0.50269,1.07183,0.98855,1,0.995,0.64674,1.43933,0.48679,1.2966,0.00026422,0.00026422,0.00026422
257,1608.58,0.78287,0.49157,1.04749,0.98815,1,0.995,0.63588,1.43448,0.49402,1.28548,0.000258718,0.000258718,0.000258718
258,1615.04,0.75817,0.48171,1.02731,0.98927,1,0.995,0.65429,1.43072,0.48143,1.27822,0.000253217,0.000253217,0.000253217
259,1620.85,0.79152,0.48791,1.03783,0.98784,1,0.995,0.67286,1.41141,0.48734,1.26355,0.000247716,0.000247716,0.000247716
260,1627.68,0.75935,0.49119,1.02344,0.98583,1,0.995,0.65723,1.46826,0.50249,1.29012,0.000242215,0.000242215,0.000242215
261,1633.43,0.73514,0.48161,1.03258,0.96162,0.9949,0.995,0.61049,1.45792,0.49725,1.27193,0.000236714,0.000236714,0.000236714
262,1639.79,0.75517,0.48591,1.03653,0.94857,0.99366,0.995,0.61389,1.48947,0.50037,1.28904,0.000231213,0.000231213,0.000231213
263,1645.73,0.78854,0.5077,1.05349,0.97193,0.99916,0.995,0.63105,1.49641,0.48984,1.30282,0.000225712,0.000225712,0.000225712
264,1651.44,0.74662,0.48799,1.03726,0.9888,1,0.995,0.61338,1.46779,0.46546,1.29838,0.000220211,0.000220211,0.000220211
265,1657.94,0.76756,0.53364,1.05678,0.98991,1,0.995,0.64922,1.39578,0.45828,1.27425,0.00021471,0.00021471,0.00021471
266,1663.85,0.7398,0.47125,1.02618,0.99043,1,0.995,0.66792,1.39529,0.46897,1.24934,0.000209209,0.000209209,0.000209209
267,1670.61,0.77695,0.50672,1.05014,0.98439,1,0.995,0.6488,1.42927,0.48065,1.25668,0.000203707,0.000203707,0.000203707
268,1676.35,0.78006,0.52158,1.05695,0.9865,0.9,0.91833,0.61935,1.40399,0.68855,1.27967,0.000198206,0.000198206,0.000198206
269,1683.08,0.76142,0.49625,1.01961,0.98884,0.9,0.916,0.59468,1.43789,0.68145,1.28463,0.000192705,0.000192705,0.000192705
270,1688.81,0.74566,0.49245,1.02391,0.98855,0.9,0.91833,0.61169,1.43516,0.68447,1.29523,0.000187204,0.000187204,0.000187204
271,1695.67,0.74208,0.49649,1.03172,0.98799,0.9,0.91833,0.62261,1.40361,0.69101,1.28763,0.000181703,0.000181703,0.000181703
272,1701.32,0.73689,0.48489,1.01262,0.92492,0.99385,0.995,0.64903,1.43861,0.5348,1.26286,0.000176202,0.000176202,0.000176202
273,1708.05,0.76749,0.47866,1.03197,0.92262,0.99397,0.995,0.64437,1.44048,0.54897,1.26833,0.000170701,0.000170701,0.000170701
274,1713.62,0.76282,0.50992,1.05299,0.9866,0.9,0.925,0.62401,1.45463,0.8032,1.29943,0.0001652,0.0001652,0.0001652
275,1720.4,0.76426,0.5322,1.0439,0.98658,0.9,0.93,0.62014,1.44913,0.71742,1.26918,0.000159699,0.000159699,0.000159699
276,1726.18,0.72453,0.49549,1.02988,0.98656,0.9,0.91833,0.5965,1.39241,0.64302,1.23441,0.000154198,0.000154198,0.000154198
277,1732.62,0.74984,0.51833,1.03319,0.98592,0.9,0.916,0.62472,1.3987,0.69504,1.25326,0.000148696,0.000148696,0.000148696
278,1738.34,0.73617,0.5017,1.02342,0.98573,0.9,0.916,0.60429,1.41468,0.86872,1.3069,0.000143195,0.000143195,0.000143195
279,1744.8,0.74314,0.48008,1.02999,0.98581,0.9,0.916,0.59677,1.41202,0.82998,1.29302,0.000137694,0.000137694,0.000137694
280,1750.8,0.74523,0.48136,1.03438,0.98635,0.9,0.916,0.60807,1.42962,0.78725,1.28552,0.000132193,0.000132193,0.000132193
281,1757.01,0.71203,0.4724,1.02644,0.98692,0.9,0.916,0.60433,1.40128,0.74814,1.2695,0.000126692,0.000126692,0.000126692
282,1763.26,0.76066,0.50378,1.04977,0.98685,0.9,0.91833,0.58614,1.4213,0.75994,1.27733,0.000121191,0.000121191,0.000121191
283,1769.18,0.74734,0.50235,1.04435,0.98695,0.9,0.916,0.60223,1.42812,0.77705,1.2785,0.00011569,0.00011569,0.00011569
284,1775.68,0.77236,0.50193,1.0521,0.98638,0.9,0.916,0.6217,1.42229,0.77299,1.28387,0.000110189,0.000110189,0.000110189
285,1781.23,0.75956,0.4923,1.0414,0.98519,0.9,0.916,0.61628,1.41556,0.80807,1.30085,0.000104688,0.000104688,0.000104688
286,1788.01,0.71812,0.48226,1.00558,0.98545,0.9,0.91833,0.60298,1.41613,0.78053,1.29315,9.91865e-05,9.91865e-05,9.91865e-05
287,1793.64,0.72746,0.45808,1.01959,0.9861,0.9,0.91115,0.59556,1.41204,0.76023,1.29613,9.36854e-05,9.36854e-05,9.36854e-05
288,1801.59,0.72412,0.47997,1.04469,0.98733,0.9,0.91,0.59566,1.41838,0.77157,1.30162,8.81843e-05,8.81843e-05,8.81843e-05
289,1807.33,0.73831,0.47938,1.02472,0.98811,0.9,0.91,0.58437,1.41488,0.7572,1.29091,8.26832e-05,8.26832e-05,8.26832e-05
290,1814.09,0.71566,0.4802,1.02998,0.98832,0.9,0.9125,0.58446,1.42544,0.75557,1.28511,7.71821e-05,7.71821e-05,7.71821e-05
291,1822.26,0.68172,0.36808,0.96677,0.98776,0.9,0.91115,0.58764,1.43814,0.75083,1.28499,7.1681e-05,7.1681e-05,7.1681e-05
292,1828.6,0.6395,0.35267,0.9571,0.98666,0.9,0.91,0.58964,1.44501,0.72026,1.30267,6.61799e-05,6.61799e-05,6.61799e-05
293,1834.24,0.65786,0.3646,0.98936,0.98601,0.9,0.91,0.58464,1.44048,0.70375,1.30674,6.06788e-05,6.06788e-05,6.06788e-05
294,1840.62,0.67713,0.35872,0.99355,0.98603,0.9,0.909,0.58781,1.40747,0.6983,1.28465,5.51777e-05,5.51777e-05,5.51777e-05
295,1846.27,0.64087,0.34591,0.96907,0.9855,0.9,0.909,0.59743,1.38834,0.68414,1.26668,4.96766e-05,4.96766e-05,4.96766e-05
296,1852.89,0.63504,0.35881,0.96679,0.98561,0.9,0.909,0.59862,1.39016,0.68178,1.26744,4.41755e-05,4.41755e-05,4.41755e-05
297,1858.25,0.61424,0.34642,0.95431,0.98565,0.9,0.909,0.59897,1.39968,0.7009,1.27672,3.86744e-05,3.86744e-05,3.86744e-05
298,1864.82,0.63224,0.33463,0.95938,0.98569,0.9,0.909,0.59936,1.41696,0.70197,1.28453,3.31733e-05,3.31733e-05,3.31733e-05
299,1870.28,0.63277,0.35402,0.96652,0.98573,0.9,0.91,0.60039,1.4174,0.72072,1.28754,2.76722e-05,2.76722e-05,2.76722e-05
300,1876.86,0.6224,0.34655,0.96619,0.98583,0.9,0.91,0.60085,1.42232,0.71306,1.28736,2.21711e-05,2.21711e-05,2.21711e-05
