frame,class,confidence,xmin,ymin,xmax,ymax
49,Adidas,0.717859148979187,433,663,501,744
50,Adidas,0.7344409227371216,430,662,496,747
50,Adidas,0.5042413473129272,1721,394,1827,555
51,Adidas,0.6883196234703064,408,664,477,747
51,Adidas,0.5568224191665649,1728,379,1838,558
52,Adidas,0.7752424478530884,391,655,458,746
52,Adidas,0.6947316527366638,1746,383,1845,561
53,Adidas,0.7045671939849854,1748,388,1848,557
53,Adidas,0.7002228498458862,383,649,448,747
53,Adidas,0.5315931439399719,245,676,325,733
54,Adidas,0.6925692558288574,358,638,429,734
54,Adidas,0.6066786646842957,1756,389,1856,559
55,Adidas,0.7476556301116943,334,635,408,727
55,Adidas,0.463302344083786,1767,377,1861,559
56,Adidas,0.5773653984069824,449,770,545,863
56,Adidas,0.572946310043335,324,636,391,726
56,Adidas,0.5170973539352417,1766,385,1866,563
57,Adidas,0.7987487316131592,297,628,368,730
58,Adidas,0.7004170417785645,271,642,339,752
59,Adidas,0.7724738717079163,253,661,333,754
60,Adidas,0.8092731833457947,229,674,308,777
60,Adidas,0.7135034203529358,495,730,557,817
61,Adidas,0.7265346050262451,213,674,289,799
62,Adidas,0.837107241153717,207,686,286,800
63,Adidas,0.8038085699081421,192,693,267,800
64,Adidas,0.7836655974388123,177,692,255,803
65,Adidas,0.7096402645111084,165,685,245,801
65,Adidas,0.4521934390068054,451,718,512,810
66,Adidas,0.7725111246109009,140,676,224,795
66,Adidas,0.5028584003448486,439,716,504,814
67,Adidas,0.8006822466850281,116,662,201,782
67,Adidas,0.6598452925682068,428,723,495,821
68,Adidas,0.8391892313957214,108,655,192,772
68,Adidas,0.5766737461090088,422,734,485,831
69,Adidas,0.7818240523338318,82,639,172,751
69,Adidas,0.6628949642181396,409,751,475,841
69,Adidas,0.5376473069190979,1168,347,1243,421
70,Adidas,0.8079001307487488,68,622,148,727
70,Adidas,0.7788774371147156,402,757,470,850
71,Adidas,0.7232236862182617,396,766,463,852
71,Adidas,0.5942085981369019,59,615,138,728
72,Adidas,0.7618169784545898,383,766,455,862
72,Adidas,0.6681771874427795,52,405,279,586
73,Adidas,0.8461381793022156,54,406,281,587
73,Adidas,0.7716802954673767,376,764,440,865
74,Adidas,0.8546391725540161,53,408,278,581
74,Adidas,0.7014938592910767,370,765,432,859
75,Adidas,0.7913846969604492,52,409,266,586
75,Adidas,0.7456274628639221,354,768,422,855
76,Adidas,0.8182816505432129,59,410,260,587
76,Adidas,0.7194318175315857,341,752,410,845
76,Adidas,0.4873450994491577,207,774,282,831
77,Adidas,0.8471968173980713,62,412,256,591
77,Adidas,0.7893730401992798,333,755,405,847
77,Adidas,0.5436603426933289,198,772,270,827
77,Adidas,0.47262468934059143,525,763,587,842
78,Adidas,0.7536360621452332,323,749,386,845
78,Adidas,0.7217925190925598,87,417,247,586
79,Adidas,0.7882474064826965,311,737,383,844
79,Adidas,0.4752436876296997,87,420,226,586
80,Adidas,0.8238052129745483,305,743,377,845
80,Adidas,0.7933056950569153,84,422,226,586
81,Adidas,0.7824075818061829,288,735,363,847
82,Adidas,0.6181247234344482,119,775,206,838
82,Adidas,0.47202879190444946,486,768,551,862
83,Adidas,0.7164649367332458,252,760,334,852
83,Adidas,0.49231353402137756,482,769,549,868
84,Adidas,0.7462611198425293,476,777,545,884
84,Adidas,0.5948233008384705,233,762,315,874
85,Adidas,0.4693855941295624,474,795,534,893
87,Adidas,0.46622025966644287,457,806,525,897
88,Adidas,0.7281900644302368,130,790,218,890
88,Adidas,0.634760320186615,450,817,518,902
89,Adidas,0.747024655342102,124,780,200,884
89,Adidas,0.5239112377166748,449,821,512,902
90,Adidas,0.7693254947662354,101,772,175,873
90,Adidas,0.6267749667167664,434,809,504,906
91,Adidas,0.6983197331428528,80,756,154,874
91,Adidas,0.608538031578064,422,814,489,903
92,Adidas,0.5820286870002747,416,806,481,890
92,Adidas,0.5696967244148254,67,754,147,860
93,Adidas,0.7958256006240845,56,425,204,598
93,Adidas,0.7735840678215027,399,796,477,892
93,Adidas,0.5761950612068176,51,744,125,859
94,Adidas,0.784661054611206,52,422,207,601
94,Adidas,0.7693665623664856,393,785,462,882
95,Adidas,0.7954811453819275,53,421,210,601
95,Adidas,0.7724900245666504,386,776,457,879
96,Adidas,0.8311770558357239,57,424,208,597
97,Adidas,0.7939978837966919,58,423,207,595
98,Adidas,0.6851599812507629,59,422,200,595
195,Adidas,0.489595502614975,670,797,783,903
196,Adidas,0.5140244960784912,664,808,769,907
235,Adidas,0.569369912147522,75,828,419,954
276,Adidas,0.482852041721344,1764,98,1859,209
277,Adidas,0.4969457983970642,1755,113,1854,218
278,Adidas,0.5852493047714233,1748,111,1871,219
282,Adidas,0.45307913422584534,1703,104,1857,229
284,Adidas,0.6521850228309631,641,689,740,825
284,Adidas,0.6112117171287537,1674,100,1839,241
285,Adidas,0.6410524249076843,642,689,740,825
285,Adidas,0.5709608793258667,1674,100,1839,241
286,Adidas,0.5036670565605164,640,696,739,834
286,Adidas,0.4670911729335785,1671,104,1824,239
287,Adidas,0.7613552212715149,640,706,749,844
288,Adidas,0.7291256189346313,643,708,758,849
288,Adidas,0.6231781840324402,1647,113,1811,246
289,Adidas,0.6277895569801331,646,712,758,854
290,Adidas,0.6937358975410461,646,721,755,863
290,Adidas,0.46109139919281006,1628,103,1780,244
291,Adidas,0.6678377985954285,643,722,755,865
292,Adidas,0.6840941309928894,642,729,755,869
293,Adidas,0.7137085795402527,640,732,754,874
293,Adidas,0.5753244757652283,1594,107,1748,245
294,Adidas,0.7519185543060303,638,731,754,878
295,Adidas,0.7875303626060486,636,734,758,885
295,Adidas,0.5981194376945496,1562,110,1720,247
296,Adidas,0.7288075089454651,626,736,753,890
296,Adidas,0.5305975079536438,1546,111,1701,241
297,Adidas,0.8139531016349792,625,739,752,894
298,Adidas,0.6999448537826538,616,751,738,900
298,Adidas,0.5839228630065918,1515,117,1675,249
299,Adidas,0.7494612336158752,608,750,743,918
299,Adidas,0.668718695640564,1490,116,1655,247
300,Adidas,0.6290531158447266,604,756,728,915
300,Adidas,0.45583969354629517,1482,115,1644,254
301,Adidas,0.6911298036575317,1462,118,1624,258
301,Adidas,0.6831192970275879,592,768,724,925
302,Adidas,0.7934352159500122,1442,116,1604,255
302,Adidas,0.5804418921470642,587,776,720,936
303,Adidas,0.7651382088661194,1433,119,1590,256
303,Adidas,0.49056151509284973,577,775,725,940
304,Adidas,0.8227392435073853,1410,125,1566,255
304,Adidas,0.6471935510635376,566,788,710,948
305,Adidas,0.8167195320129395,1390,126,1546,262
305,Adidas,0.5964729189872742,558,795,707,950
306,Adidas,0.809669554233551,1375,129,1535,264
307,Adidas,0.8127995133399963,1356,125,1516,263
308,Adidas,0.8297144174575806,1329,127,1492,265
309,Adidas,0.8093343377113342,1322,129,1479,263
309,Adidas,0.6403566598892212,531,825,674,954
310,Adidas,0.8307507038116455,1304,126,1458,264
310,Adidas,0.7044265270233154,503,822,675,954
311,Adidas,0.8074762225151062,1278,129,1438,264
312,Adidas,0.8092162013053894,1268,125,1424,264
313,Adidas,0.8568518757820129,1247,123,1402,267
314,Adidas,0.8362928628921509,1228,127,1387,263
315,Adidas,0.8066636919975281,1217,123,1374,266
316,Adidas,0.8598094582557678,1195,122,1354,269
317,Adidas,0.8076011538505554,1177,127,1335,266
318,Adidas,0.8384678959846497,1165,123,1325,269
319,Adidas,0.8612105846405029,1141,123,1303,269
320,Adidas,0.8069620728492737,1119,126,1279,266
321,Adidas,0.8231872916221619,1109,125,1270,265
321,Adidas,0.5903466939926147,1033,836,1173,954
322,Adidas,0.5587604641914368,1092,127,1245,270
322,Adidas,0.45513826608657837,1040,834,1210,954
323,Adidas,0.7750473618507385,1069,126,1219,268
324,Adidas,0.6627024412155151,1047,123,1210,272
327,Adidas,0.4600306749343872,1058,853,1167,948
329,Adidas,0.5917808413505554,1045,866,1165,951
330,Adidas,0.6697704792022705,1039,871,1165,952
442,Adidas,0.7692258358001709,268,604,409,724
443,Adidas,0.7380102276802063,251,596,384,725
445,Adidas,0.7337725758552551,136,619,281,739
446,Adidas,0.7839120030403137,117,611,254,738
447,Adidas,0.819442093372345,70,627,203,743
454,Adidas,0.4594450294971466,1601,781,1696,875
455,Adidas,0.6973379850387573,1594,775,1693,869
456,Adidas,0.7435541152954102,1581,775,1686,870
460,Adidas,0.4979683756828308,1530,756,1636,847
462,Adidas,0.6575692296028137,1506,746,1608,838
463,Adidas,0.5823512077331543,1488,735,1592,826
465,Adidas,0.5424997806549072,1466,726,1570,805
473,Adidas,0.6424027681350708,1349,675,1449,766
477,Adidas,0.6811516880989075,1680,644,1811,754
478,Adidas,0.5726494789123535,1665,647,1796,765
479,Adidas,0.4972752630710602,1660,652,1791,769
480,Adidas,0.621833086013794,1643,652,1776,777
481,Adidas,0.694242537021637,1641,657,1813,781
481,Adidas,0.6557995080947876,1642,657,1765,777
482,Adidas,0.7400630712509155,677,613,780,703
482,Adidas,0.6157233715057373,1640,658,1769,779
482,Adidas,0.5350472927093506,1639,657,1815,783
483,Adidas,0.8199687004089355,677,616,779,705
483,Adidas,0.5361292362213135,1637,654,1839,787
483,Adidas,0.4927545487880707,1637,662,1764,780
484,Adidas,0.6500663757324219,1639,660,1768,784
485,Adidas,0.7013617157936096,1640,660,1767,782
486,Adidas,0.8123440146446228,1641,664,1769,783
487,Adidas,0.8399207592010498,1644,671,1781,786
488,Adidas,0.8129004836082458,1643,674,1777,787
489,Adidas,0.7850700616836548,1645,667,1785,784
490,Adidas,0.7590844631195068,1653,660,1792,780
491,Adidas,0.8813880085945129,1656,664,1795,782
492,Adidas,0.6913219094276428,1667,663,1821,782
492,Adidas,0.619793713092804,664,617,775,705
494,Adidas,0.49258098006248474,1688,656,1824,782
495,Adidas,0.6020853519439697,1708,651,1846,772
496,Adidas,0.8018156886100769,1730,657,1858,769
497,Adidas,0.8116655945777893,1734,656,1860,775
498,Adidas,0.7781277894973755,1742,659,1864,784
499,Adidas,0.6232638359069824,1761,652,1864,774
500,Adidas,0.7108816504478455,1773,655,1866,775
500,Adidas,0.49793538451194763,680,614,778,716
501,Adidas,0.6643252968788147,669,615,779,717
501,Adidas,0.654017448425293,1796,674,1866,780
505,Adidas,0.7336647510528564,681,622,780,727
509,Adidas,0.6745310425758362,683,632,773,748
510,Adidas,0.8344413638114929,671,642,769,744
511,Adidas,0.7785258889198303,669,645,772,749
512,Adidas,0.8429809808731079,668,648,771,752
513,Adidas,0.7100445032119751,676,648,764,754
519,Adidas,0.7909046411514282,648,666,748,771
520,Adidas,0.8608013391494751,646,666,749,778
521,Adidas,0.8662006855010986,645,669,749,777
522,Adidas,0.8265299797058105,651,671,748,780
523,Adidas,0.7103339433670044,661,681,751,779
524,Adidas,0.6544091701507568,662,687,750,781
525,Adidas,0.5880249738693237,656,688,748,787
526,Adidas,0.4899415075778961,660,693,754,800
526,Adidas,0.4629344940185547,1808,812,1862,889
527,Adidas,0.6869869232177734,654,695,752,797
527,Adidas,0.5985456109046936,1796,810,1863,891
528,Adidas,0.779676079750061,657,695,754,800
528,Adidas,0.6089836359024048,1783,800,1868,900
529,Adidas,0.7841119170188904,659,697,756,801
529,Adidas,0.7437751293182373,1764,798,1860,899
530,Adidas,0.7990236282348633,670,699,759,802
530,Adidas,0.7036335468292236,1758,789,1866,910
531,Adidas,0.8227296471595764,675,702,759,803
532,Adidas,0.8344204425811768,674,705,767,806
532,Adidas,0.6936362981796265,1724,802,1868,926
533,Adidas,0.8111454248428345,675,703,767,809
533,Adidas,0.735558807849884,1718,805,1869,931
534,Adidas,0.7166211605072021,676,705,770,815
534,Adidas,0.6872897148132324,1703,807,1866,932
535,Adidas,0.672852098941803,1696,818,1858,944
535,Adidas,0.5875488519668579,675,709,769,820
536,Adidas,0.7778357267379761,1690,825,1857,947
536,Adidas,0.744218111038208,677,714,771,825
537,Adidas,0.8524048924446106,688,720,780,827
537,Adidas,0.4744752049446106,1681,832,1856,953
538,Adidas,0.7978864312171936,686,721,782,829
538,Adidas,0.6515455842018127,1685,848,1853,954
539,Adidas,0.805877149105072,690,722,787,828
539,Adidas,0.7457665801048279,1678,854,1850,954
540,Adidas,0.8580633401870728,692,725,795,830
540,Adidas,0.7244647741317749,1682,858,1854,954
541,Adidas,0.6190423965454102,694,725,809,841
541,Adidas,0.5808889865875244,1684,861,1858,954
542,Adidas,0.6276191473007202,1729,866,1851,954
543,Adidas,0.5399981141090393,1748,880,1860,954
547,Adidas,0.7277811765670776,232,733,334,885
547,Adidas,0.5454981327056885,665,634,779,834
548,Adidas,0.7841689586639404,225,734,321,893
548,Adidas,0.5475187301635742,657,633,772,837
549,Adidas,0.6620001792907715,216,728,309,893
550,Adidas,0.6845696568489075,194,747,287,896
551,Adidas,0.5217211842536926,636,639,745,840
551,Adidas,0.5102871656417847,187,739,283,897
552,Adidas,0.7567317485809326,171,745,261,902
553,Adidas,0.6959392428398132,146,747,242,906
554,Adidas,0.5635033249855042,603,642,715,844
555,Adidas,0.6972352862358093,117,752,213,908
555,Adidas,0.6338911652565002,899,873,1072,954
556,Adidas,0.7622050046920776,897,873,1069,954
556,Adidas,0.7305740714073181,94,754,194,912
557,Adidas,0.7412691116333008,898,874,1066,954
557,Adidas,0.6439548134803772,83,751,185,932
558,Adidas,0.6252679228782654,899,872,1067,954
558,Adidas,0.6185842156410217,68,750,166,919
559,Adidas,0.5013134479522705,900,873,1064,954
562,Adidas,0.5147911310195923,514,658,637,874
563,Adidas,0.7539728283882141,511,658,631,876
564,Adidas,0.5471394062042236,490,652,622,884
577,Adidas,0.5335443019866943,385,705,520,928
585,Adidas,0.48977845907211304,332,700,475,938
636,Adidas,0.494581937789917,892,863,1052,954
637,Adidas,0.4849153459072113,892,864,1051,954
638,Adidas,0.505275309085846,891,864,1052,954
639,Adidas,0.5806507468223572,891,862,1053,954
640,Adidas,0.5891380310058594,890,862,1054,954
641,Adidas,0.5922437906265259,891,862,1055,954
642,Adidas,0.6336401104927063,890,861,1054,954
643,Adidas,0.609469473361969,891,861,1054,954
644,Adidas,0.5620689392089844,892,863,1054,954
645,Adidas,0.5943449139595032,892,858,1058,954
646,Adidas,0.6548076272010803,893,858,1059,954
647,Adidas,0.686268150806427,893,857,1058,954
648,Adidas,0.6702229380607605,894,861,1054,954
649,Adidas,0.6330627202987671,893,862,1053,954
650,Adidas,0.6354982852935791,893,864,1054,954
651,Adidas,0.7188909649848938,893,860,1055,954
652,Adidas,0.6993156671524048,891,859,1058,954
653,Adidas,0.6949920654296875,891,859,1059,954
654,Adidas,0.6961191892623901,892,859,1059,954
655,Adidas,0.726410984992981,890,857,1057,954
656,Adidas,0.728025496006012,891,857,1056,954
657,Adidas,0.7338072061538696,892,857,1058,954
658,Adidas,0.73846435546875,891,856,1058,954
659,Adidas,0.7313377261161804,891,858,1057,954
660,Adidas,0.7341026663780212,891,858,1057,954
661,Adidas,0.7493339776992798,892,858,1058,954
662,Adidas,0.7329471707344055,892,858,1057,954
663,Adidas,0.7349680066108704,893,859,1057,954
664,Adidas,0.7466868162155151,891,858,1057,954
665,Adidas,0.7408276796340942,891,858,1057,954
666,Adidas,0.7320078611373901,892,860,1056,954
667,Adidas,0.6532919406890869,891,858,1061,954
668,Adidas,0.6554356813430786,891,858,1061,954
669,Adidas,0.662606418132782,891,859,1058,954
670,Adidas,0.6438502669334412,892,859,1058,954
671,Adidas,0.6725894212722778,892,859,1059,954
672,Adidas,0.6542602777481079,892,859,1058,954
673,Adidas,0.6637973785400391,891,858,1059,954
674,Adidas,0.660876452922821,891,858,1059,954
675,Adidas,0.6500689387321472,891,858,1059,954
676,Adidas,0.5912894010543823,892,861,1060,954
677,Adidas,0.6202099919319153,892,861,1060,954
678,Adidas,0.636107325553894,892,859,1060,954
679,Adidas,0.6657804250717163,891,859,1060,954
680,Adidas,0.6610263586044312,891,858,1059,954
681,Adidas,0.6328497529029846,892,860,1059,954
682,Adidas,0.5221412777900696,892,862,1059,954
683,Adidas,0.5193323493003845,891,861,1059,954
684,Adidas,0.5425227284431458,892,862,1059,954
685,Adidas,0.5378925204277039,891,861,1059,954
686,Adidas,0.5738651156425476,891,860,1059,954
687,Adidas,0.6028968691825867,890,858,1060,954
688,Adidas,0.6095348596572876,890,859,1061,954
689,Adidas,0.6093989014625549,891,860,1059,954
690,Adidas,0.6147513389587402,891,860,1059,954
691,Adidas,0.5950549244880676,891,860,1059,954
692,Adidas,0.5376089215278625,890,861,1059,954
693,Adidas,0.5948493480682373,890,858,1059,954
694,Adidas,0.6139376163482666,890,858,1060,954
695,Adidas,0.6121739745140076,890,859,1058,954
696,Adidas,0.6122151613235474,890,859,1058,954
697,Adidas,0.5646339058876038,891,862,1055,954
698,Adidas,0.5685546398162842,891,862,1057,954
699,Adidas,0.5446719527244568,891,862,1056,954
700,Adidas,0.6117838025093079,889,859,1059,954
701,Adidas,0.5802139043807983,890,860,1058,954
702,Adidas,0.5992826819419861,889,860,1058,954
703,Adidas,0.7221208810806274,205,648,284,767
703,Adidas,0.6286271214485168,533,687,616,800
704,Adidas,0.7179023623466492,786,681,870,823
704,Adidas,0.6945358514785767,208,643,290,771
705,Adidas,0.6651231646537781,1247,654,1344,848
705,Adidas,0.6093329191207886,557,685,635,800
706,Adidas,0.6631968021392822,1247,653,1345,849
706,Adidas,0.6226217746734619,557,685,635,800
707,Adidas,0.6134833097457886,228,654,304,766
707,Adidas,0.5479218363761902,815,678,904,831
708,Adidas,0.759047269821167,229,646,307,770
708,Adidas,0.5052818059921265,820,682,904,828
709,Adidas,0.5950940847396851,237,645,317,772
709,Adidas,0.4929417073726654,837,679,920,830
710,Adidas,0.5398467183113098,241,647,316,772
710,Adidas,0.4897693693637848,844,681,926,833
710,Adidas,0.47958165407180786,581,681,666,800
711,Adidas,0.5755402445793152,244,650,327,767
712,Adidas,0.6809543967247009,859,676,945,835
712,Adidas,0.6518661975860596,248,646,331,766
713,Adidas,0.7286617755889893,246,648,332,767
713,Adidas,0.7065533399581909,864,675,954,836
714,Adidas,0.7163470387458801,252,640,333,771
715,Adidas,0.6724773049354553,252,638,337,771
715,Adidas,0.5880044102668762,884,672,975,835
716,Adidas,0.6485046148300171,254,638,337,773
717,Adidas,0.48650747537612915,257,637,338,770
718,Adidas,0.6325947642326355,910,670,1005,840
719,Adidas,0.46811679005622864,915,673,1008,843
720,Adidas,0.6482288241386414,268,640,344,766
721,Adidas,0.6751318573951721,271,640,351,765
722,Adidas,0.6595659255981445,273,639,351,767
723,Adidas,0.6642727851867676,277,635,353,767
723,Adidas,0.6311331391334534,951,664,1048,840
724,Adidas,0.6581728458404541,281,629,357,767
724,Adidas,0.6474092602729797,967,665,1059,846
724,Adidas,0.565017580986023,1653,355,1851,555
725,Adidas,0.684009850025177,282,631,359,768
726,Adidas,0.6764328479766846,282,624,363,768
726,Adidas,0.61017245054245,667,661,767,810
727,Adidas,0.6740373373031616,282,625,365,768
727,Adidas,0.4888816177845001,674,668,772,807
728,Adidas,0.6738312840461731,999,662,1095,841
728,Adidas,0.6618553996086121,285,625,368,766
729,Adidas,0.702366292476654,288,624,378,762
729,Adidas,0.583892285823822,690,665,785,806
730,Adidas,0.7570013403892517,290,627,382,766
731,Adidas,0.7679603695869446,294,633,381,763
731,Adidas,0.5610814690589905,1038,663,1132,848
732,Adidas,0.7901478409767151,1051,665,1146,850
732,Adidas,0.76622074842453,294,635,388,770
732,Adidas,0.5427569150924683,144,629,223,753
733,Adidas,0.7861852645874023,295,635,393,768
733,Adidas,0.7091443538665771,1075,667,1161,847
734,Adidas,0.7115246653556824,310,636,405,764
734,Adidas,0.5463810563087463,1076,665,1174,853
735,Adidas,0.8031061887741089,317,632,409,769
735,Adidas,0.6092480421066284,1097,662,1193,852
736,Adidas,0.7256561517715454,320,633,414,771
737,Adidas,0.7665623426437378,319,630,417,775
737,Adidas,0.4560661017894745,1114,671,1215,860
738,Adidas,0.7658182978630066,336,634,430,769
739,Adidas,0.78529953956604,338,634,434,777
739,Adidas,0.6295223236083984,1145,667,1249,875
740,Adidas,0.818146288394928,338,634,433,778
740,Adidas,0.5509642958641052,782,672,874,828
741,Adidas,0.7357504963874817,338,636,435,794
742,Adidas,0.8024691939353943,332,639,434,794
743,Adidas,0.8223509788513184,337,644,436,792
744,Adidas,0.812061071395874,342,649,435,796
744,Adidas,0.5957116484642029,808,681,906,850
745,Adidas,0.8055425882339478,334,652,432,804
746,Adidas,0.805753767490387,333,652,434,808
747,Adidas,0.7813249826431274,338,653,436,814
747,Adidas,0.5939810872077942,136,667,229,799
748,Adidas,0.8218012452125549,330,662,437,824
748,Adidas,0.7241015434265137,833,703,933,875
748,Adidas,0.7153068780899048,130,670,224,805
749,Adidas,0.8217441439628601,336,664,438,826
749,Adidas,0.6283624768257141,128,666,225,811
750,Adidas,0.7866950631141663,333,663,438,837
751,Adidas,0.8081521391868591,853,726,956,902
751,Adidas,0.7930641770362854,329,675,437,845
752,Adidas,0.7905783653259277,332,680,436,847
752,Adidas,0.4792787432670593,127,679,216,828
752,Adidas,0.4624961018562317,862,726,966,905
753,Adidas,0.5974451303482056,872,726,980,910
753,Adidas,0.5828773975372314,340,686,439,852
754,Adidas,0.7630580067634583,341,693,446,864
754,Adidas,0.5422244668006897,123,696,218,844
755,Adidas,0.7417991161346436,344,696,447,865
756,Adidas,0.8316949009895325,343,699,459,870
757,Adidas,0.7254931926727295,352,702,462,878
757,Adidas,0.6228609681129456,128,711,222,857
758,Adidas,0.5244582295417786,358,702,464,885
758,Adidas,0.48667779564857483,129,710,224,862
759,Adidas,0.718464195728302,364,713,476,888
759,Adidas,0.6630905270576477,131,711,226,864
760,Adidas,0.7550199031829834,368,715,478,890
760,Adidas,0.653047502040863,131,718,228,879
761,Adidas,0.7903664708137512,366,716,480,895
761,Adidas,0.7145717740058899,132,717,227,882
762,Adidas,0.7864153981208801,369,727,484,913
762,Adidas,0.5742565989494324,130,724,227,887
763,Adidas,0.755068302154541,372,731,485,918
764,Adidas,0.7469300627708435,375,734,486,919
765,Adidas,0.6999082565307617,380,737,487,923
765,Adidas,0.45564785599708557,122,733,221,903
766,Adidas,0.7695722579956055,386,744,486,928
767,Adidas,0.7170308232307434,382,751,493,933
768,Adidas,0.6752870678901672,386,751,496,927
768,Adidas,0.59548020362854,121,741,217,919
769,Adidas,0.6076950430870056,117,750,217,929
769,Adidas,0.4517200291156769,386,756,503,934
770,Adidas,0.6360379457473755,391,761,505,936
770,Adidas,0.5749244093894958,116,749,216,929
770,Adidas,0.5251116752624512,1611,841,1834,954
771,Adidas,0.546268105506897,1636,852,1824,954
771,Adidas,0.5063308477401733,398,755,503,946
772,Adidas,0.5435169339179993,1656,857,1824,954
772,Adidas,0.46436697244644165,405,761,506,948
773,Adidas,0.6113828420639038,1668,863,1835,954
774,Adidas,0.6529139876365662,423,770,528,936
774,Adidas,0.4991542100906372,1692,864,1836,954
774,Adidas,0.46696802973747253,123,760,225,934
775,Adidas,0.7323074340820312,429,774,534,940
775,Adidas,0.628912627696991,122,762,230,935
775,Adidas,0.6273178458213806,1720,866,1850,954
776,Adidas,0.7328963279724121,125,767,234,946
776,Adidas,0.6840808987617493,1733,866,1855,954
777,Adidas,0.4550199806690216,137,764,242,950
778,Adidas,0.5385622978210449,451,775,556,954
779,Adidas,0.5061504244804382,470,774,563,943
780,Adidas,0.6589587926864624,474,784,579,948
780,Adidas,0.6216479539871216,164,763,261,951
789,Adidas,0.6215953230857849,1432,589,1500,659
793,Adidas,0.4922831952571869,1483,587,1554,661
794,Adidas,0.48616495728492737,1486,595,1564,662
810,Adidas,0.4871434271335602,1792,627,1871,689
823,Adidas,0.6106078624725342,903,873,1051,954
824,Adidas,0.5684043765068054,901,873,1051,954
825,Adidas,0.47737449407577515,900,873,1047,954
828,Adidas,0.4678378701210022,894,873,1041,953
829,Adidas,0.6208528280258179,895,874,1045,953
831,Adidas,0.4644690454006195,896,881,1046,953
877,Adidas,0.4805753529071808,1481,363,1541,460
878,Adidas,0.457655131816864,1480,355,1542,460
898,Adidas,0.4872552156448364,1498,352,1575,469
899,Adidas,0.5507426261901855,1503,352,1568,466
900,Adidas,0.5495705604553223,1485,343,1559,464
904,Adidas,0.45471757650375366,1381,338,1491,468
905,Adidas,0.6106032729148865,1411,343,1487,468
906,Adidas,0.6563405394554138,1382,352,1460,476
914,Adidas,0.5418055653572083,1445,432,1531,562
915,Adidas,0.49282506108283997,1429,446,1511,562
916,Adidas,0.6021129488945007,1404,453,1488,564
917,Adidas,0.5672212839126587,1393,453,1476,565
918,Adidas,0.6312283873558044,1365,465,1448,575
919,Adidas,0.7441934943199158,1331,475,1421,590
920,Adidas,0.7715957760810852,1316,471,1405,598
921,Adidas,0.4846101701259613,1280,487,1370,616
922,Adidas,0.5730324387550354,1234,494,1330,624
923,Adidas,0.5309147238731384,1216,493,1304,622
930,Adidas,0.5115742683410645,942,483,1038,629
